id	名称	描述	购买价格	价格类型	操作类型	跳转界面	按钮文本	icon路径	海报路径	原价	所属分页	购买次数	包含道具	是否是宝石	是否在包裹中显示	购买结束时间	orderId	开启等级	是否含保底奖励	物品品质	批量开启
835006008	骷髅项链锻造图碎片	用于锻造B级饰品“骷髅项链”	999999	2	0	none	none	drawing/poster_item_chip_kulouxianglian.png	drawing/poster_item_chip_kulouxianglian.png	0	0	0	none	0	0	0	397	0	0	3	0
835006009	勾玉转轮锻造图碎片	用于锻造B级饰品“勾玉转轮”	999999	2	0	none	none	drawing/poster_item_chip_gouyuzhuanlun.png	drawing/poster_item_chip_gouyuzhuanlun.png	0	0	0	none	0	0	0	398	0	0	3	0
835006010	金蛇耳环锻造图碎片	用于锻造B级饰品“金蛇耳环”	999999	2	0	none	none	drawing/poster_item_chip_jinsheerhuan.png	drawing/poster_item_chip_jinsheerhuan.png	0	0	0	none	0	0	0	399	0	0	3	0
835006011	海洋之心锻造图碎片	用于锻造A级饰品“海洋之心”	999999	2	0	none	none	drawing/poster_item_chip_haiyangzhixin.png	drawing/poster_item_chip_haiyangzhixin.png	0	0	0	none	0	0	0	400	0	0	2	0
835006012	英雄勋章锻造图碎片	用于锻造A级饰品“英雄勋章”	999999	2	0	none	none	drawing/poster_item_chip_yingxiongxunzhang.png	drawing/poster_item_chip_yingxiongxunzhang.png	0	0	0	none	0	0	0	401	0	0	2	0
6001001	能量碎片	用于兑换稀有的能量之核	999999	2	0	none	none	itemposter/poster_item_nengliangzhihesuipian.png	itemposter/poster_item_nengliangzhihesuipian.png	0	0	0	none	0	4	0	402	0	0	2	0
82130001	风风果实种子	用于兑换稀有的能量之核	999999	2	0	none	none	devilFruit/Poster_fruit_a_04.png	devilFruit/Poster_fruit_a_04.png	0	0	0	none	0	4	0	403	0	0	2	0
821110001	海皇之魂碎片	用于兑换稀有的能量之核	999999	2	0	none	none	devilFruit/Poster_fruit_a_haihun.png	devilFruit/Poster_fruit_a_haihun.png	0	0	0	none	0	4	0	404	0	0	2	0
821310001	橡胶果实种子	用于培育稀有的恶魔果实	999999	2	0	none	none	devilFruit/Poster_fruit_a_05.png	devilFruit/Poster_fruit_a_05.png	0	0	0	none	0	4	0	405	0	0	2	0
821980001	冥王碎片	用于兑换冥王	999999	2	0	none	none	devilFruit/Poster_fruit_a_jianyi.png	devilFruit/Poster_fruit_a_jianyi.png	0	0	0	none	0	4	0	406	0	0	2	0
82180001	幻兽果实种子	用于培育稀有的恶魔果实	999999	2	0	none	none	devilFruit/Poster_fruit_a_01.png	devilFruit/Poster_fruit_a_01.png	0	0	0	none	0	4	0	407	0	0	2	0
4002001	武道护卫幸运星	金宝箱会出现A级BUFF技能“金刚不坏”。抽中“金刚不坏”或活动到期，道具失效并消失	2000	2	3	none	none	itemposter/poster_item_wdxyx.png	itemposter/poster_item_wdxyx.png	0	0	0	none	0	4	0	408	0	0	2	0
4002002	黄金护卫幸运星	银宝箱会出现B级BUFF技能“身体强化”。抽中“身体强化”或活动到期，道具失效并消失	500	2	3	none	none	itemposter/poster_item_hjxyx.png	itemposter/poster_item_hjxyx.png	0	0	0	none	0	4	0	409	0	0	1	0
